Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Badge (product.metafields.custom.badge),Benefícios (product.metafields.custom.benefits),Capacidade (product.metafields.custom.capacidade),Nota de dimensões (product.metafields.custom.dimensions_note),Inclui (product.metafields.custom.includes),Tagline (product.metafields.custom.tagline),Garantia (product.metafields.custom.warranty),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
complete-soapstone-fondue-set-27cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/grill_2c58a3e8-42d1-42ce-ac8b-e8729a1e8d6e.png?v=1783967036,4,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 27 cm),,,,,,,,,,,,,,,
complete-soapstone-fondue-set-27cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/bowls_68ede71b-4c15-4e29-bd60-2d42ad418595.png?v=1783967037,5,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 27 cm),,,,,,,,,,,,,,,
complete-soapstone-fondue-set-32cm,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),"<p>Em uma única compra, você terá tudo o que precisa para fazer um delicioso bife grelhado e um saboroso fondue de queijo ou chocolate! Produto ideal para 3 a 6 pessoas. Feito à mão com pedra-sabão genuína, este conjunto completo traz o calor e a convivência da cozinha à mesa para os seus encontros — grelhe suas carnes e derreta seu fondue direto na mesa, com garfos de aço inox inclusos.</p><h3>O que está incluso</h3><ul>
<li>1 x Grelha de pedra-sabão de 32 cm</li>
<li>2 x Panela de pedra-sabão, 0,8 L (Altura: 10 cm | Largura: 13 cm)</li>
<li>3 x Rechauds de pedra-sabão</li>
<li>2 x Molheiras (Altura: 5 cm / Largura: 7 cm)</li>
<li>2 x Molheiras (Altura: 5 cm / Largura: 10 cm)</li>
<li>2 x Molheiras (Altura: 5 cm / Largura: 12 cm)</li>
<li>6 x Garfos de fondue de aço inox com cabos de plástico de alta resistência</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Tem a capacidade de liberar gradualmente o calor contido na pedra, mantendo seus alimentos quentes por cerca de 1 a 2 horas após o cozimento.</li>
<li>Muito mais saudável! Alguns estudos recentes indicam a transferência de nutrientes benéficos (Fe, Zn, Ca, Mg) da panela para a comida.</li>
<li>Material 100% natural — não transfere substâncias nocivas para a comida.</li>
<li>Naturalmente antiaderente, facilitando muito a limpeza e o cozimento.</li>
<li>Perfeito para bife grelhado e fondue de queijo ou chocolate, direto na mesa.</li>
</ul><p><strong>Especificações:</strong> Grelha 32cm + 2x Panelas 0,8L + 3 Rechauds + 6 Molheiras + 6 Garfos · Mesa</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>As panelas de pedra são feitas em um processo totalmente artesanal, por isso pode haver pequenas variações nas dimensões das peças.</em></p>",Stoneflame,,grills,"artesanal, Conjunto Completo, grills, pedra-sabao",true,Title,Default Title,,,,,,,,COMPLETE_SOAPSTONE_FONDUE_SET_32CM,0.0,shopify,10,deny,manual,2845.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main_b831fe80-e111-4a59-b8f7-1329097ec9a4.png?v=1783967042,1,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),false,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),Bife grelhado e fondue para 3 a 6 pessoas,,,,,,,,,kg,,,active
complete-soapstone-fondue-set-32cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/alt.png?v=1783967036,2,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),,,,,,,,,,,,,,,
complete-soapstone-fondue-set-32cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot-rechaud_f48d24e1-8e9a-43f4-aefb-1d13bf9d6286.png?v=1783967036,3,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),,,,,,,,,,,,,,,
complete-soapstone-fondue-set-32cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/grill_c621e718-3390-4d37-a765-2e76733aafa9.png?v=1783967036,4,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),,,,,,,,,,,,,,,
complete-soapstone-fondue-set-32cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/bowls_0283e146-58f7-4f28-9d3a-6106d13e3ea9.png?v=1783967035,5,Conjunto Completo de Fondue de Pedra-Sabão (Grelha 32 cm),,,,,,,,,,,,,,,
cookware-set-2-3-4,Conjunto: Panela 2L + Panela 3L + Panela de Pressão 4L + Brinde,"<p>Este conjunto é ideal para quem gosta de cozinhar maiores quantidades de comida! Feito à mão por artesãos locais com pedra-sabão vulcânica de qualidade premium, este conjunto cobre todas as suas necessidades culinárias: panelas para cozimento lento e uma autêntica panela de pressão de pedra.</p><h3>O que está incluso</h3><ul>
<li>1 x Panela de pedra-sabão, 2 litros (Altura: 9,5 cm, diâmetro: 22 cm)</li>
<li>1 x Panela de pedra-sabão, 3 litros (Altura: 9,5 cm, diâmetro: 27 cm)</li>
<li>1 x Panela de pressão de pedra-sabão de 4 litros (Altura: 15 cm, diâmetro: 25 cm)</li>
<li>1 x Kit Inicial Culinário Grátis (Óleo de Cura e Ervas Artesanais)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Tem a capacidade de liberar gradualmente o calor contido na pedra, mantendo os alimentos quentes por cerca de 1 a 2 horas após o cozimento.</li>
<li>Muito mais saudável! Estudos recentes indicam a transferência de nutrientes benéficos (Fe, Zn, Ca, Mg) da panela para a comida.</li>
<li>A pedra-sabão é um material extremamente durável; se bem cuidada, durará centenas de anos.</li>
<li>As panelas são naturalmente antiaderentes, facilitando muito a limpeza e o cozimento.</li>
<li>Pode ser usada em fogão a gás, fogão a lenha e também no forno!</li>
</ul><p><strong>Especificações:</strong> 2L + 3L + 4L · Fogão a Lenha · Gás · Forno</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>As panelas de pedra são feitas em um processo totalmente artesanal, por isso pode haver pequenas variações nas dimensões das peças.</em></p>",Stoneflame,,sets,"artesanal, Conjunto Especial, pedra-sabao, sets",true,Title,Default Title,,,,,,,,COOKWARE_SET_2_3_4,0.0,shopify,10,deny,manual,3245.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/c8dc39b1-cc28-4c63-880e-6cf6a48e23af.png?v=1783967013,1,Conjunto: Panela 2L + Panela 3L + Panela de Pressão 4L + Brinde,false,Conjunto: Panela 2L + Panela 3L + Panela de Pressão 4L + Brinde,O conjunto definitivo para quem gosta de cozinhar em maior quantidade!,,,,,,,,,kg,,,active
cookware-set-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main.webp?v=1783967012,2,Conjunto: Panela 2L + Panela 3L + Panela de Pressão 4L + Brinde,,,,,,,,,,,,,,,
cookware-set-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/e60c674f-37a4-4875-9217-abbe76d49ffc.png?v=1783967013,3,Conjunto: Panela 2L + Panela 3L + Panela de Pressão 4L + Brinde,,,,,,,,,,,,,,,
cookware-set-2-3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/ba8b264a-eaec-4529-83da-3090c2b32180.png?v=1783967012,4,Conjunto: Panela 2L + Panela 3L + Panela de Pressão 4L + Brinde,,,,,,,,,,,,,,,
dream-kitchen-cookware-set,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,"<p>Este é um conjunto versátil que atenderá às diversas necessidades de uma cozinha. Feito à mão com pedra-sabão genuína, o conjunto Cozinha dos Sonhos reúne tudo o que você precisa para cozinhar como um artesão — de frigideira e panelas a uma panela de pressão de pedra, uma travessa de lasanha, um pilão e uma cuscuzeira 3 em 1. Uma coleção completa que transforma cada refeição em uma autêntica experiência de cozinha na pedra.</p><h3>O que está incluso</h3><ul>
<li>1 x Frigideira de 23 cm (5 cm de altura x 23 cm de diâmetro)</li>
<li>1 x Panela de 2 litros (9,5 cm de altura x 22 cm de diâmetro)</li>
<li>1 x Panela de pressão de 3 litros (14,5 cm de altura x 19 cm de diâmetro)</li>
<li>1 x Travessa de lasanha de tamanho médio</li>
<li>1 x Pilão com faixa de cobre</li>
<li>1 x Cuscuzeira/panela 3 em 1 – 4 litros (2 litros em cada seção)</li>
<li>1 x Manual de cura</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Tem a capacidade de liberar gradualmente o calor contido na pedra, mantendo os alimentos quentes por cerca de 1 a 2 horas após o cozimento.</li>
<li>Muito mais saudável! Estudos recentes indicam a transferência de nutrientes benéficos (Fe, Zn, Ca, Mg) da panela para a comida.</li>
<li>A pedra-sabão é um material extremamente durável; se bem cuidada, durará centenas de anos.</li>
<li>As panelas são naturalmente antiaderentes, facilitando muito a limpeza e o cozimento.</li>
<li>Pode ser usada em fogão a gás, fogão a lenha e também no forno!</li>
</ul><p><strong>Especificações:</strong> Frigideira + Panela 2L + Panela de Pressão 3L + Travessa de Lasanha + Pilão + Cuscuzeira 4L</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>As peças de pedra-sabão são enviadas novas em seu estado natural (cinza) e precisam passar por um processo de cura antes do primeiro uso — após a cura, sua peça ficará permanentemente preta (um manual de cura passo a passo está incluído). Como cada peça é totalmente artesanal e medida em litros, pequenas variações nas dimensões são normais.</em></p>",Stoneflame,,sets,"artesanal, Conjunto Completo, pedra-sabao, sets",true,Title,Default Title,,,,,,,,DREAM_KITCHEN_COOKWARE_SET,0.0,shopify,10,deny,manual,4995.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/full-set.png?v=1783967022,1,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,false,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,"Tudo o que sua cozinha precisa, em pura pedra-sabão",,,,,,,,,kg,,,active
dream-kitchen-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot.png?v=1783967022,2,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,,,,,,,,,,,,,,,
dream-kitchen-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/couscous-steamer.png?v=1783967022,3,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,,,,,,,,,,,,,,,
dream-kitchen-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/frying-pan.png?v=1783967022,4,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,,,,,,,,,,,,,,,
dream-kitchen-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/lasagna-dish.png?v=1783967022,5,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,,,,,,,,,,,,,,,
dream-kitchen-cookware-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot-open.png?v=1783967021,6,Conjunto de Panelas de Pedra-Sabão – Cozinha dos Sonhos,,,,,,,,,,,,,,,
dutch-soapstone-pot-2in1,Panela Holandesa de Pedra-Sabão 2 em 1,"<p>A panela holandesa de pedra-sabão 2 em 1 é uma peça culinária versátil e charmosa, projetada para oferecer funcionalidade e beleza à sua experiência de cozinha. Feita de pedra-sabão, um material que retém e distribui o calor de maneira uniforme, esta panela proporciona um cozimento eficiente e preciso. O design 2 em 1 combina duas funções distintas em uma única peça. Na base, você encontra uma panela funda, ideal para preparar ensopados, sopas, molhos e diversos pratos que exigem cozimento lento e uniforme. A tampa de pedra-sabão serve como uma frigideira plana adicional. Esse recurso extra amplia as opções culinárias, permitindo grelhar, dourar ou fritar alimentos com eficiência. A tampa se integra perfeitamente ao conjunto, oferecendo versatilidade sem comprometer o visual elegante e rústico da peça.</p><h3>O que está incluso</h3><ul>
<li>1 x Panela Holandesa Funda de Pedra-Sabão (Altura: 10 cm, diâmetro: 23 cm, capacidade: 3 litros)</li>
<li>1 x Tampa de Pedra-Sabão que funciona como frigideira plana (Altura: 4 cm, diâmetro: 23 cm)</li>
<li>1 x Kit Inicial Culinário Grátis (Óleo de Cura e Ervas Artesanais)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Design 2 em 1: uma panela funda para ensopados, sopas e molhos, mais uma tampa que vira frigideira plana.</li>
<li>A pedra-sabão retém e distribui o calor de maneira uniforme para um cozimento eficiente e preciso.</li>
<li>A tampa plana permite grelhar, dourar ou fritar — ampliando suas opções culinárias.</li>
<li>Retém e libera o calor gradualmente, mantendo os alimentos quentes muito tempo após o cozimento.</li>
<li>Extremamente resistente e durável — quando bem cuidada, pode durar centenas de anos.</li>
</ul><p><strong>Especificações:</strong> 3L · Gás · Fogão a Lenha · Forno</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>Por ser uma peça totalmente artesanal, pequenas variações de dimensões, textura e coloração são normais e tornam sua peça única.</em></p>",Stoneflame,,pots,"artesanal, pedra-sabao, pots, Versátil",true,Title,Default Title,,,,,,,,DUTCH_SOAPSTONE_POT_2IN1,0.0,shopify,10,deny,manual,1495.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main.png?v=1783967017,1,Panela Holandesa de Pedra-Sabão 2 em 1,false,Panela Holandesa de Pedra-Sabão 2 em 1,Uma panela funda e uma chapa plana em uma só peça,,,,,,,,,kg,,,active
dutch-soapstone-pot-2in1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/lifestyle.png?v=1783967017,2,Panela Holandesa de Pedra-Sabão 2 em 1,,,,,,,,,,,,,,,
dutch-soapstone-pot-2in1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/stacked.png?v=1783967016,3,Panela Holandesa de Pedra-Sabão 2 em 1,,,,,,,,,,,,,,,
dutch-soapstone-pot-2in1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/open-lid.png?v=1783967016,4,Panela Holandesa de Pedra-Sabão 2 em 1,,,,,,,,,,,,,,,
fondue-set-pot-grill,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)","<p>Em uma única compra, você terá tudo o que precisa para fazer um delicioso prato de carnes grelhadas e um saboroso fondue de queijo ou chocolate! Feito à mão com pedra-sabão genuína, este conjunto completo traz o calor e a convivência da cozinha à mesa para os seus encontros — grelhe suas carnes e derreta seu fondue direto na mesa.</p><h3>O que está incluso</h3><ul>
<li>1 x Grelha de pedra-sabão, 32 cm</li>
<li>1 x Panela de pedra-sabão, 0,8 L (Altura: 10 cm | Largura: 13 cm)</li>
<li>2 x Rechauds de pedra-sabão</li>
<li>1 x Molheira (Altura: 5 cm / Largura: 7 cm)</li>
<li>2 x Molheiras (Altura: 5 cm / Largura: 10 cm)</li>
<li>3 x Molheiras (Altura: 5 cm / Largura: 12 cm)</li>
</ul><h3>Por que pedra-sabão</h3><ul>
<li>Tem a capacidade de liberar gradualmente o calor contido na pedra, mantendo seus alimentos quentes por cerca de 1 a 2 horas após o cozimento.</li>
<li>Muito mais saudável! Alguns estudos recentes indicam a transferência de nutrientes benéficos (Fe, Zn, Ca, Mg) da panela para a comida.</li>
<li>Material 100% natural — não transfere substâncias nocivas para a comida.</li>
<li>Naturalmente antiaderente, facilitando muito a limpeza e o cozimento.</li>
<li>Perfeito para carnes grelhadas e fondue de queijo ou chocolate, direto na mesa.</li>
</ul><p><strong>Especificações:</strong> Panela 0,8L + Grelha 32cm + 2 Rechauds + Molheiras · Mesa</p><p><strong>Garantia:</strong> 3 meses contra defeitos de fabricação.</p><p><em>As panelas de pedra são feitas em um processo totalmente artesanal, por isso pode haver pequenas variações nas dimensões das peças.</em></p>",Stoneflame,,grills,"artesanal, Conjunto Especial, grills, pedra-sabao",true,Title,Default Title,,,,,,,,FONDUE_SET_POT_GRILL,0.0,shopify,10,deny,manual,1995.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/main_e3a07540-6690-47c8-a8fb-77e4f698229b.png?v=1783967033,1,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",false,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",Carnes grelhadas e fondue em um único conjunto,,,,,,,,,kg,,,active
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot-rechaud.png?v=1783967033,2,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/grill_eae1602b-b086-443f-acc7-2adb77539006.png?v=1783967033,3,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/pot_2937303d-75aa-4e66-94f9-eb571137c0c2.png?v=1783967033,4,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
fondue-set-pot-grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0717/5091/0122/files/bowls.png?v=1783967033,5,"Conjunto de Fondue – Panela (0,8L) + Grelha (32 cm)",,,,,,,,,,,,,,,
